Source Course	Target Course
SI 580	EDUC 606
SI 580	SI 689
SI 580	NRE 540
SI 580	PUBPOL 534
SI 580	OMS 501
SI 580	MO 603
SI 580	PUBPOL 688
SI 580	SI 668
SI 580	SI 649
SI 580	SI 661
SI 580	MO 512
SI 580	PUBPOL 687
SI 580	ARTDES 600
SI 580	SI 684
SI 580	SWC 993
SI 580	SI 641
SI 580	SI 638
SI 580	MO 700
SI 580	SI 646
SI 580	ELI 320
SI 580	SI 840
SI 580	SI 686
SI 580	SI 627
SI 580	BIT 512
SI 580	SI 679
SI 580	SI 676
SI 580	SI 616
SI 580	SI 583
SI 580	IOE 536
SI 581	SI 621
SI 581	MSP 601
SI 581	MSP 602
SI 581	HISTORY 698
SI 581	RACKHAM 575
SI 581	MSP 609
SI 581	SI 615
SI 581	SI 626
SI 581	HISTART 489
SI 581	SI 675
SI 581	NRE 531
SI 581	ARTDES 611
SI 581	HISTORY 796
SI 581	LING 517
SI 581	MUSMETH 406
SI 581	ENGLISH 434
SI 581	SI 586
SI 581	MO 501
SI 581	SI 624
SI 581	SI 654
SI 581	SI 623
SI 581	SI 682
SI 581	HISTART 754
SI 581	PUBPOL 688
SI 581	SI 737
SI 581	SI 658
SI 581	SI 696
SI 581	SI 648
SI 581	SI 792
SI 581	PUBPOL 653
SI 581	WOMENSTD 551
SI 581	HISTART 463
SI 581	ENGLISH 590
SI 581	LATIN 401
SI 581	HISTART 600
SI 581	HISTART 608
SI 581	HISTORY 672
SI 581	RACKHAM 571
SI 581	BIT 645
SI 581	POLSCI 499
SI 581	STATS 400
SI 581	ANTHRCUL 658
SI 581	BCS 439
SI 581	GEOG 406
SI 581	HISTORY 600
SI 581	ANTHRCUL 502
SI 581	ENGLISH 463
SI 581	ITALIAN 103
SI 581	ENGLISH 648
SI 581	SAC 455
SI 581	EDUC 874
SI 581	HISTORY 798
SI 581	HISTORY 641
SI 581	ARTDES 713
SI 581	ARTDES 711
SI 581	ARTDES 710
SI 581	ARTDES 716
SI 581	ARTDES 715
SI 581	ARTDES 652
SI 581	ARTDES 651
SI 581	HISTORY 498
SI 581	HISTART 531
SI 581	ARTDES 751
SI 581	ARTDES 616
SI 581	ARTDES 615
SI 581	ARTDES 610
SI 581	EDUC 580
SI 581	HISTORY 591
SI 581	PUBPOL 770
SI 581	ENGLISH 503
SI 581	PUBPOL 687
SI 581	PUBPOL 675
SI 581	SAC 441
SI 581	HISTORY 786
SI 581	CLARCH 993
SI 581	HISTORY 536
SI 581	ANTHRCUL 553
SI 581	COMORG 654
SI 581	COMORG 650
SI 581	LATIN 502
SI 581	WOMENSTD 425
SI 581	HISTART 613
SI 581	UP 696
SI 581	ARTDES 609
SI 581	ARTDES 605
SI 581	ARTDES 600
SI 581	ARTDES 551
SI 581	WOMENSTD 580
SI 581	COMM 783
SI 581	ENGLISH 569
SI 581	ARTDES 456
SI 581	MO 622
SI 581	SI 622
SI 581	SI 791
SI 581	SI 638
SI 581	AMCULT 425
SI 581	RACKHAM 570
SI 581	MO 561
SI 581	MUSICOL 503
SI 581	POLSCI 596
SI 581	PUBPOL 715
SI 581	PHIL 423
SI 581	ACABS 591
SI 581	COMM 993
SI 581	AMCULT 520
SI 581	ASIAN 500
SI 581	BIT 678
SI 581	BA 523
SI 581	SI 550
SI 581	ENGLISH 473
SI 581	PUBPOL 678
SI 581	COMM 781
SI 581	AMCULT 993
SI 581	SI 542
SI 581	ENGLISH 407
SI 581	HBEHED 600
SI 581	SI 601
SI 581	HMP 668
SI 581	ARTDES 700
SI 581	SI 670
SI 581	SI 719
SI 581	SI 661
SI 581	SI 676
SI 581	SI 516
SI 581	SI 616
SI 581	SI 688
SI 581	SI 599
SI 581	SI 641
SI 581	SI 593
SI 581	SI 645
SI 581	SI 649
SI 581	SI 614
SI 581	ELI 320
SI 581	SI 625
SI 581	EDUC 606
SI 581	SI 686
SI 581	SI 605
SI 581	SI 627
SI 581	SI 668
SI 581	IOE 536
SI 581	ARCH 531
SI 581	SI 702
SI 581	SI 689
SI 583	SI 618
SI 583	SI 614
SI 583	STRATEGY 514
SI 583	PSYCH 703
SI 583	EECS 381
SI 583	ARCH 551
SI 583	SURVMETH 680
SI 583	ES 623
SI 583	FIN 629
SI 583	ELI 336
SI 583	PUBPOL 515
SI 583	PAT 542
SI 583	MKT 625
SI 583	SI 562
SI 583	SI 622
SI 583	SI 682
SI 583	SI 686
SI 583	SI 681
SI 583	IOE 536
SI 583	ARCH 531
SI 583	SI 601
SI 583	PUBPOL 650
SI 583	CMPLXSYS 501
SI 583	ES 715
SI 583	MKT 619
SI 583	OMS 620
SI 583	SI 649
SI 583	SI 663
SI 583	SI 688
SI 583	SI 627
SI 583	BIT 514
SI 583	SI 699
SI 583	SI 631
SI 583	MKT 620
SI 583	SI 648
SI 583	SI 670
SI 583	SI 719
SI 583	SI 658
SI 583	SI 684
SI 583	SI 690
SI 583	DESCI 502
SI 583	SI 654
SI 583	BIT 648
SI 583	ELI 320
SI 583	SI 840
SI 583	BIT 646
SI 583	RACKHAM 998
SI 583	SI 621
SI 583	NRE 531
SI 583	SI 668
SI 583	SI 791
SI 583	SI 702
SI 583	SI 792
SI 583	SI 596
SI 583	SI 647
SI 593	IOE 434
SI 593	SOC 522
SI 593	HISTORY 796
SI 593	OMS 620
SI 593	BIT 581
SI 593	SI 542
SI 593	ENGLISH 407
SI 593	SI 724
SI 593	SI 605
SI 593	HMP 668
SI 593	SI 737
SI 593	SI 719
SI 593	MO 512
SI 593	SI 658
SI 593	SI 684
SI 593	SI 791
SI 593	ELI 321
SI 593	SI 702
SI 593	SI 649
SI 593	SI 682
SI 593	SI 840
SI 593	RACKHAM 998
SI 593	SI 621
SI 593	SI 622
SI 593	SI 690
SI 593	SI 689
SI 593	SI 627
SI 593	BIT 512
SI 593	SI 655
SI 593	SI 670
SI 593	SI 688
SI 593	SI 681
SI 593	SI 663
SI 593	SI 644
SI 593	IOE 536
SI 593	SI 623
SI 593	SI 646
SI 593	SI 637
SI 593	SI 632
SI 593	SI 596
SI 593	SI 692
SI 593	SI 629
SI 596	SI 615
SI 596	SI 629
SI 596	SI 690
SI 596	SI 633
SI 596	SI 681
SI 596	SI 692
SI 596	SI 637
SI 596	SI 632
SI 596	LING 517
SI 596	EDUC 525
SI 596	SI 645
SI 596	MO 501
SI 596	SI 622
SI 596	SI 621
SI 596	SI 626
SI 596	SI 840
SI 596	SI 686
SI 596	SI 792
SI 596	PSYCH 613
SI 596	HISTART 754
SI 596	EDUC 737
SI 596	SI 625
SI 596	SI 663
SI 596	SI 658
SI 596	SI 654
SI 596	SI 701
SI 596	SI 655
SI 596	HISTORY 451
SI 596	HISTORY 456
SI 596	HISTART 463
SI 596	PHIL 420
SI 596	SI 650
SI 596	HISTART 600
SI 596	SURVMETH 600
SI 596	HISTORY 672
SI 596	ENGLISH 881
SI 596	STATS 400
SI 596	SI 745
SI 596	GEOG 406
SI 596	ECON 600
SI 596	HISTORY 467
SI 596	IOE 552
SI 596	EDUC 874
SI 596	LING 510
SI 596	HISTART 531
SI 596	EDUC 793
SI 596	EDUC 791
SI 596	EDUC 790
SI 596	ELI 337
SI 596	ENGLISH 503
SI 596	EDUC 600
SI 596	MKT 614
SI 596	ENGLISH 484
SI 596	HISTORY 536
SI 596	SI 860
SI 596	COMORG 654
SI 596	EDUC 526
SI 596	NRE 441
SI 596	LING 441
SI 596	WOMENSTD 580
SI 596	ENGLISH 569
SI 596	ECON 434
SI 596	EDUC 703
SI 596	SI 616
SI 596	SOC 510
SI 596	MHS 662
SI 596	IOE 623
SI 596	SURVMETH 632
SI 596	SI 702
SI 596	SI 644
SI 596	SI 682
SI 596	SI 688
SI 596	SI 791
SI 596	SI 687
SI 596	ELI 321
SI 596	MSP 601
SI 596	MSP 602
SI 596	SI 679
SI 596	SI 689
SI 596	EDUC 500
SI 596	POLSCI 596
SI 596	PHIL 423
SI 596	ACABS 591
SI 596	HISTORY 796
SI 596	ENGLISH 549
SI 596	PSYCH 614
SI 596	STATS 500
SI 596	BA 523
SI 596	ENGLISH 473
SI 596	HB 605
SI 596	ENGLISH 434
SI 596	ENGLISH 993
SI 596	ENGLISH 407
SI 596	SI 724
SI 596	HBEHED 600
SI 596	MSP 609
SI 596	SI 617
SI 596	SI 605
SI 596	NRE 540
SI 596	HMP 668
SI 596	SI 699
SI 596	STRATEGY 673
SI 596	PUBPOL 688
SI 596	SI 737
SI 596	SI 767
SI 596	SI 649
SI 596	SI 719
SI 596	PUBPOL 585
SI 596	SI 661
SI 596	SI 676
SI 596	PUBPOL 687
SI 596	PUBPOL 671
SI 596	SI 516
SI 596	PSYCH 808
SI 596	SI 652
SI 596	EDUC 626
SI 596	PUBPOL 754
SI 596	BIT 551
SI 596	BIT 513
SI 596	SI 599
SI 596	COMM 810
SI 596	EDUC 898
SI 596	SI 641
SI 596	SI 675
SI 596	DESCI 502
SI 596	MO 700
SI 596	SI 646
SI 596	BIT 648
SI 596	HISTORY 698
SI 596	COMM 993
SI 596	SI 614
SI 596	ELI 320
SI 596	SI 678
SI 596	BIT 646
SI 596	EDUC 606
SI 596	SI 680
SI 596	SI 639
SI 596	SI 627
SI 596	BIT 512
SI 596	SI 631
SI 596	NRE 531
SI 596	SI 648
SI 596	SI 668
SI 596	SI 670
SI 596	SI 684
SI 596	SI 601
SI 599	SI 562
SI 599	BIT 513
SI 599	SI 646
SI 599	SI 633
SI 599	SI 681
SI 599	SI 683
SI 599	SI 622
SI 599	NRE 531
SI 599	SI 679
SI 599	SI 676
SI 599	SI 652
SI 599	SI 665
SI 599	SI 644
SI 599	SI 626
SI 599	SI 623
SI 599	SI 625
SI 599	SI 689
SI 599	SI 655
SI 599	SI 632
SI 599	SI 688
SI 599	SI 643
SI 599	SI 690
SI 599	SI 629
SI 599	SI 666
SI 599	SI 647
SI 601	SI 681
SI 601	STRATEGY 673
SI 601	LAW 608
SI 601	BIT 645
SI 601	EDUC 662
SI 601	IOE 437
SI 601	POLSCI 662
SI 601	POLSCI 594
SI 601	SI 635
SI 601	SURVMETH 680
SI 601	CAAS 629
SI 601	ANTHRCUL 558
SI 601	WOMENSTD 530
SI 601	ARCH 613
SI 601	MKT 625
SI 601	MO 615
SI 601	DESCI 501
SI 601	SI 658
SI 601	SI 683
SI 601	NRE 531
SI 601	SI 708
SI 601	DESCI 502
SI 601	SI 690
SI 601	MO 700
SI 601	SI 652
SI 601	PUBPOL 650
SI 601	IOE 836
SI 601	STRATEGY 675
SI 601	ASIAN 500
SI 601	MKT 619
SI 601	SI 665
SI 601	SI 792
SI 601	IOE 536
SI 601	SI 655
SI 601	SI 840
SI 601	SI 680
SI 601	SI 791
SI 601	SI 647
SI 601	NRE 540
SI 601	SI 631
SI 601	OMS 501
SI 601	PUBPOL 688
SI 601	UP 507
SI 601	BE 501
SI 601	MKT 620
SI 601	SI 654
SI 601	SI 670
SI 601	PUBPOL 687
SI 601	SI 516
SI 601	SI 562
SI 601	SI 620
SI 601	SI 633
SI 601	EDUC 626
SI 601	BIT 551
SI 601	SI 641
SI 601	SI 666
SI 601	ARCH 531
SI 601	SI 675
SI 601	SI 702
SI 601	MHS 663
SI 601	SI 632
SI 601	SI 646
SI 601	ELI 320
SI 601	SI 615
SI 601	RACKHAM 998
SI 601	SI 621
SI 601	SI 639
SI 601	SI 605
SI 601	SI 627
SI 601	SI 696
SI 601	SI 648
SI 601	SI 668
SI 601	SI 616
SI 601	SI 684
SI 601	SI 643
SI 601	SI 692
SI 601	SI 626
SI 601	SI 623
SI 601	SI 649
SI 601	SI 637
SI 601	SI 629
SI 605	OMS 616
SI 605	AMCULT 425
SI 605	OMS 620
SI 605	SI 617
SI 605	SI 658
SI 605	SI 622
SI 605	SI 654
SI 605	SI 646
SI 605	SI 668
SI 605	SI 670
SI 605	SI 625
SI 605	SI 681
SI 605	SI 621
SI 605	PUBPOL 754
SI 605	SWC 993
SI 605	SI 641
SI 605	SI 690
SI 605	MO 700
SI 605	SI 688
SI 605	COMM 993
SI 605	SI 649
SI 605	SI 792
SI 605	SI 682
SI 605	SI 627
SI 605	BIT 512
SI 605	SI 631
SI 605	SI 648
SI 605	SI 655
SI 605	SI 616
SI 605	SI 684
SI 605	SI 629
SI 605	ARCH 531
SI 605	SI 791
SI 605	SI 702
SI 605	SI 637
SI 605	SI 615
SI 605	SI 689
SI 605	SI 632
SI 605	SI 643
SI 605	SI 692
SI 605	SI 665
SI 605	SI 666
SI 605	SI 647
SI 614	SOC 522
SI 614	STRATEGY 574
SI 614	PHIL 605
SI 614	SI 760
SI 614	BIT 514
SI 614	ECON 500
SI 614	SI 648
SI 614	SI 649
SI 614	SI 670
SI 614	SI 719
SI 614	SI 679
SI 614	SI 625
SI 614	ARCH 531
SI 614	SI 791
SI 614	SI 681
SI 614	SI 658
SI 614	COMM 993
SI 614	SI 792
SI 614	SI 682
SI 614	SI 840
SI 614	SI 686
SI 614	SI 617
SI 614	SI 622
SI 614	SI 690
SI 614	SI 627
SI 614	NRE 531
SI 614	SI 696
SI 614	SI 687
SI 614	SI 668
SI 614	SI 676
SI 614	SI 684
SI 614	SI 663
SI 614	SI 702
SI 614	SI 654
SI 614	SI 646
SI 614	SI 621
SI 614	SI 689
SI 614	SI 655
SI 614	SI 688
SI 614	SI 692
SI 614	SI 629
SI 614	SI 647
SI 615	SI 632
SI 615	SI 681
SI 615	SI 690
SI 615	SI 620
SI 615	NRE 540
SI 615	PSYCH 613
SI 615	HISTORY 451
SI 615	HISTORY 456
SI 615	OM 587
SI 615	LATIN 401
SI 615	IOE 425
SI 615	SURVMETH 600
SI 615	ENGLISH 881
SI 615	EDUC 662
SI 615	SI 745
SI 615	OM 612
SI 615	SAC 602
SI 615	BCS 439
SI 615	HISTORY 600
SI 615	PUBPOL 667
SI 615	ITALIAN 103
SI 615	SAC 455
SI 615	OM 625
SI 615	ARTDES 711
SI 615	ARTDES 710
SI 615	IOE 421
SI 615	ARTDES 610
SI 615	ENGLISH 501
SI 615	PUBPOL 675
SI 615	SOC 504
SI 615	SI 860
SI 615	LATIN 502
SI 615	NRE 441
SI 615	OB 562
SI 615	UP 696
SI 615	IOE 563
SI 615	WOMENSTD 580
SI 615	IOE 522
SI 615	BIT 545
SI 615	SOC 510
SI 615	SURVMETH 632
SI 615	SI 666
SI 615	SI 702
SI 615	SI 623
SI 615	SI 655
SI 615	SI 639
SI 615	SI 696
SI 615	SI 648
SI 615	MO 700
SI 615	MSP 601
SI 615	MSP 602
SI 615	MHS 663
SI 615	SI 654
SI 615	SI 643
SI 615	ARTDES 611
SI 615	EECS 584
SI 615	MUSICOL 503
SI 615	IOE 539
SI 615	EDUC 500
SI 615	SI 701
SI 615	PHIL 423
SI 615	AMCULT 520
SI 615	LING 517
SI 615	PUBPOL 558
SI 615	PSYCH 614
SI 615	MUSMETH 406
SI 615	STATS 500
SI 615	SI 645
SI 615	AMCULT 993
SI 615	SI 724
SI 615	HBEHED 600
SI 615	SI 644
SI 615	SI 678
SI 615	MSP 609
SI 615	SI 840
SI 615	SI 622
SI 615	ARTDES 700
SI 615	PUBPOL 534
SI 615	PUBPOL 688
SI 615	SI 737
SI 615	HISTART 489
SI 615	UP 507
SI 615	NRE 531
SI 615	SI 670
SI 615	SI 792
SI 615	SI 624
SI 615	PUBPOL 585
SI 615	SI 516
SI 615	ARTDES 600
SI 615	SI 658
SI 615	SI 621
SI 615	MKT 501
SI 615	SWC 993
SI 615	SI 791
SI 615	SI 646
SI 615	COMM 993
SI 615	SI 617
SI 615	SI 627
SI 615	SI 631
SI 615	SI 688
SI 615	SI 663
SI 615	IOE 536
SI 615	SI 682
SI 615	ARCH 531
SI 615	SI 649
SI 615	SI 625
SI 615	SI 689
SI 616	EDUC 744
SI 616	EDUC 740
SI 616	PSYCH 111
SI 616	EDUC 849
SI 616	SOC 535
SI 616	ADMIN 761
SI 616	PSYCH 561
SI 616	HISTORY 395
SI 616	STATS 407
SI 616	EDUC 755
SI 616	EDUC 754
SI 616	EDUC 752
SI 616	PSYCH 270
SI 616	UMOVE 101
SI 616	EDUC 605
SI 616	EDUC 604
SI 616	COMORG 650
SI 616	HISTORY 329
SI 616	EDUC 641
SI 616	ARCH 613
SI 616	UMOVE 136
SI 616	EDUC 859
SI 616	SURVMETH 630
SI 616	EDUC 626
SI 616	MO 561
SI 616	EDUC 794
SI 616	UMOVE 100
SI 616	HB 605
SI 616	EDUC 525
SI 616	SI 690
SI 616	SI 665
SI 616	EDUC 601
SI 616	EDUC 737
SI 616	MHS 663
SI 616	SI 696
SI 616	PSYCH 988
SI 616	UMOVE 143
SI 616	BIT 513
SI 616	EDUC 995
SI 616	EDUC 898
SI 616	SI 623
SI 616	EDUC 990
SI 616	SI 621
SI 616	BIT 512
SI 616	SI 658
SI 616	SI 791
SI 616	SI 626
SI 616	SI 654
SI 616	SI 649
SI 616	SI 681
SI 616	SI 689
SI 616	SI 688
SI 616	SI 682
SI 616	SI 622
SI 617	SI 652
SI 617	BE 550
SI 617	COMM 993
SI 617	PUBPOL 558
SI 617	PUBPOL 555
SI 617	BA 523
SI 617	PUBPOL 678
SI 617	BIT 581
SI 617	SI 663
SI 617	SI 767
SI 617	SI 681
SI 617	PUBPOL 585
SI 617	SI 661
SI 617	SI 625
SI 617	PUBPOL 754
SI 617	SI 690
SI 617	SI 622
SI 617	SI 654
SI 617	SI 649
SI 617	RACKHAM 998
SI 617	BIT 512
SI 617	SI 655
SI 617	SI 670
SI 617	SI 684
SI 617	SI 644
SI 617	SI 626
SI 617	SI 702
SI 617	SI 792
SI 617	SI 658
SI 617	SI 688
SI 617	SI 643
SI 617	SI 682
SI 618	STRATEGY 675
SI 618	MKT 619
SI 618	SI 682
SI 618	SI 680
SI 618	SI 622
SI 618	NRE 540
SI 618	SI 631
SI 618	UP 507
SI 618	BE 501
SI 618	MKT 620
SI 618	PUBPOL 687
SI 618	SI 562
SI 618	SI 681
SI 618	IOE 536
SI 618	ARCH 531
SI 618	SI 675
SI 618	DESCI 502
SI 618	MO 700
SI 618	SI 688
SI 618	SI 646
SI 618	SI 840
SI 618	NRE 531
SI 618	SI 670
SI 618	SI 658
SI 618	SI 652
SI 618	SI 684
SI 618	SI 702
SI 618	MHS 663
SI 618	SI 690
SI 618	SI 792
SI 618	SI 637
SI 618	SI 655
SI 618	SI 632
SI 618	SI 620
SI 618	SI 692
SI 618	SI 665
SI 618	SI 666
SI 618	SI 647
SI 620	SI 638
SI 620	SI 696
SI 620	SI 690
SI 620	SI 629
SI 620	SI 626
SI 620	SI 516
SI 620	SI 692
SI 620	ENGLISH 549
SI 620	SI 645
SI 620	MO 501
SI 620	SI 792
SI 620	SI 641
SI 620	SI 632
SI 620	SI 655
SI 620	EDUC 601
SI 620	SI 658
SI 620	SI 621
SI 620	HISTORY 456
SI 620	PHIL 420
SI 620	EDUC 744
SI 620	EDUC 740
SI 620	ASIANLAN 325
SI 620	ASIANLAN 326
SI 620	PSYCH 111
SI 620	ENGLISH 240
SI 620	EDUC 849
SI 620	SOC 535
SI 620	HISTORY 672
SI 620	PUBPOL 750
SI 620	ADMIN 761
SI 620	ENGLISH 881
SI 620	PSYCH 561
SI 620	ASIAN 532
SI 620	EDUC 662
SI 620	HISTORY 395
SI 620	ASIAN 455
SI 620	STATS 407
SI 620	ANTHRCUL 658
SI 620	GEOG 406
SI 620	ASIANLAN 425
SI 620	CHIN 588
SI 620	EDUC 755
SI 620	EDUC 754
SI 620	EDUC 752
SI 620	PSYCH 270
SI 620	UMOVE 101
SI 620	ELI 420
SI 620	EDUC 580
SI 620	ENGLISH 501
SI 620	CHIN 610
SI 620	ENGLISH 371
SI 620	ENGLISH 370
SI 620	EDUC 605
SI 620	EDUC 604
SI 620	PUBPOL 671
SI 620	MKT 614
SI 620	ENGLISH 484
SI 620	CLARCH 993
SI 620	HISTORY 329
SI 620	EDUC 641
SI 620	WOMENSTD 425
SI 620	UMOVE 136
SI 620	EDUC 859
SI 620	ASIAN 625
SI 620	SWC 300
SI 620	ASIANLAN 126
SI 620	HISTART 461
SI 620	ASIANLAN 407
SI 620	ASIAN 535
SI 620	ASIAN 536
SI 620	MHS 661
SI 620	ASIANLAN 125
SI 620	MO 622
SI 620	CHIN 799
SI 620	SI 654
SI 620	SI 644
SI 620	EDUC 626
SI 620	MUSICOL 503
SI 620	PHIL 423
SI 620	PHIL 605
SI 620	ACABS 591
SI 620	AMCULT 520
SI 620	HISTORY 796
SI 620	LING 517
SI 620	ASIAN 500
SI 620	EDUC 794
SI 620	BIT 678
SI 620	UMOVE 100
SI 620	ELI 330
SI 620	ENGLISH 473
SI 620	HB 605
SI 620	ENGLISH 434
SI 620	EDUC 525
SI 620	SI 586
SI 620	ENGLISH 993
SI 620	ASIAN 699
SI 620	HBEHED 600
SI 620	NRE 540
SI 620	SI 699
SI 620	STRATEGY 673
SI 620	PUBPOL 688
SI 620	UP 507
SI 620	EDUC 737
SI 620	NRE 531
SI 620	SI 637
SI 620	SI 622
SI 620	RACKHAM 575
SI 620	PSYCH 988
SI 620	PUBPOL 687
SI 620	UMOVE 143
SI 620	BIT 551
SI 620	BIT 513
SI 620	EDUC 995
SI 620	EDUC 898
SI 620	SI 791
SI 620	SI 675
SI 620	ELI 321
SI 620	MO 700
SI 620	BIT 648
SI 620	SI 678
SI 620	EDUC 990
SI 620	SI 682
SI 620	BIT 646
SI 620	SI 639
SI 620	BIT 512
SI 620	SI 648
SI 620	SI 676
SI 620	SI 688
SI 620	SI 702
SI 620	SI 649
SI 621	SI 646
SI 621	SI 690
SI 621	BIT 581
SI 621	SI 647
SI 621	PUBPOL 754
SI 621	SI 643
SI 621	SI 622
SI 621	SI 692
SI 621	SI 655
SI 621	SI 626
SI 621	SI 666
SI 621	SI 627
SI 621	BE 501
SI 621	SI 696
SI 621	SI 648
SI 621	SI 665
SI 621	SI 629
SI 621	PUBPOL 653
SI 621	HISTORY 451
SI 621	WOMENSTD 551
SI 621	HISTART 463
SI 621	SI 628
SI 621	LAW 608
SI 621	CSIB 574
SI 621	PUBPOL 758
SI 621	BIT 645
SI 621	EECS 588
SI 621	POLSCI 499
SI 621	ANTHRCUL 658
SI 621	ANTHRCUL 502
SI 621	ENGLISH 463
SI 621	HMP 669
SI 621	SI 632
SI 621	CIS 512
SI 621	CIS 513
SI 621	SI 524
SI 621	SLAVIC 490
SI 621	CAAS 408
SI 621	HISTORY 591
SI 621	ENGLISH 503
SI 621	PUBPOL 679
SI 621	MKT 614
SI 621	LHC 582
SI 621	HISTORY 786
SI 621	ANTHRCUL 553
SI 621	COMORG 650
SI 621	WOMENSTD 530
SI 621	HISTART 613
SI 621	MHS 665
SI 621	COMM 783
SI 621	CSIB 645
SI 621	SOC 711
SI 621	SI 625
SI 621	SI 663
SI 621	SI 644
SI 621	SI 658
SI 621	SI 682
SI 621	BIT 512
SI 621	SI 631
SI 621	SI 791
SI 621	SI 670
SI 621	MHS 663
SI 621	SI 676
SI 621	BE 550
SI 621	SOC 522
SI 621	HISTORY 698
SI 621	PUBPOL 715
SI 621	SWC 630
SI 621	COMM 993
SI 621	ASIAN 500
SI 621	CMPLXSYS 501
SI 621	MUSMETH 406
SI 621	SI 550
SI 621	PUBPOL 678
SI 621	SI 510
SI 621	OMS 620
SI 621	EDUC 525
SI 621	SI 645
SI 621	COMM 781
SI 621	SI 542
SI 621	SI 724
SI 621	HBEHED 600
SI 621	SI 792
SI 621	SI 624
SI 621	SI 637
SI 621	SI 688
SI 621	HMP 668
SI 621	SI 699
SI 621	STRATEGY 673
SI 621	MO 603
SI 621	SI 654
SI 621	SI 623
SI 621	SI 649
SI 621	SI 719
SI 621	PUBPOL 585
SI 621	SI 679
SI 621	SI 652
SI 621	BIT 513
SI 621	COMM 810
SI 621	MKT 501
SI 621	SWC 993
SI 621	SI 638
SI 621	SI 675
SI 621	BIT 648
SI 621	SI 678
SI 621	BIT 646
SI 621	SI 633
SI 621	SI 680
SI 621	SI 639
SI 621	SI 683
SI 621	NRE 531
SI 621	ARCH 531
SI 621	SI 702
SI 621	SI 689
SI 622	SI 702
SI 622	SI 646
SI 622	SI 684
SI 622	SI 625
SI 622	SI 683
SI 622	DESCI 502
SI 622	BIT 512
SI 622	SI 679
SI 622	SI 676
SI 622	SI 652
SI 622	SI 840
SI 622	MO 700
SI 622	SI 792
SI 622	SI 663
SI 622	ELI 320
SI 622	OMS 501
SI 622	SI 791
SI 622	SI 687
SI 622	SI 680
SI 622	SI 562
SI 622	SI 631
SI 622	IOE 836
SI 622	IOE 434
SI 622	SI 653
SI 622	SWC 630
SI 622	COMM 993
SI 622	ACC 564
SI 622	BIT 678
SI 622	CMPLXSYS 501
SI 622	PSYCH 614
SI 622	EDUC 626
SI 622	BIT 551
SI 622	BIT 513
SI 622	COMM 810
SI 622	MKT 501
SI 622	SWC 993
SI 622	SI 655
SI 622	BIT 646
SI 622	SI 686
SI 622	SI 647
SI 622	ELI 321
SI 622	NRE 540
SI 622	SI 627
SI 622	BIT 514
SI 622	PSYCH 613
SI 622	MO 603
SI 622	UP 507
SI 622	MKT 620
SI 622	SI 644
SI 622	SI 668
SI 622	BIT 648
SI 622	NRE 605
SI 622	ASIANLAN 430
SI 622	PUBPOL 720
SI 622	ACC 315
SI 622	ACC 312
SI 622	PHIL 420
SI 622	RCIDIV 351
SI 622	SI 719
SI 622	ES 581
SI 622	PSYCH 703
SI 622	SURVMETH 600
SI 622	CSIB 676
SI 622	CSIB 574
SI 622	PUBPOL 758
SI 622	PUBPOL 759
SI 622	FIN 647
SI 622	IOE 837
SI 622	BA 615
SI 622	OMS 548
SI 622	UP 406
SI 622	BIT 645
SI 622	POLSCI 499
SI 622	STATS 405
SI 622	POLSCI 695
SI 622	SI 745
SI 622	IOE 437
SI 622	SAC 602
SI 622	IOE 533
SI 622	IOE 534
SI 622	POLSCI 662
SI 622	BA 525
SI 622	ES 615
SI 622	PSYCH 442
SI 622	EECS 381
SI 622	ECON 600
SI 622	PUBPOL 667
SI 622	ENGR 477
SI 622	ANTHRCUL 502
SI 622	MECHENG 581
SI 622	ASIANLAN 429
SI 622	POLSCI 813
SI 622	LHC 524
SI 622	IOE 990
SI 622	EDUC 758
SI 622	EECS 498
SI 622	ARCH 551
SI 622	MKT 601
SI 622	MKT 603
SI 622	MKT 608
SI 622	SURVMETH 680
SI 622	SI 630
SI 622	ITALIAN 361
SI 622	BA 518
SI 622	CIS 512
SI 622	CIS 513
SI 622	IOE 465
SI 622	CAAS 629
SI 622	LING 510
SI 622	SLAVIC 490
SI 622	EDUC 793
SI 622	EDUC 791
SI 622	EDUC 790
SI 622	FIN 622
SI 622	PSYCH 751
SI 622	MCDB 427
SI 622	EDUC 728
SI 622	MATH 417
SI 622	CSIB 502
SI 622	UP 503
SI 622	HMP 617
SI 622	BIOSTAT 503
SI 622	PSYCH 682
SI 622	CAAS 408
SI 622	HISTORY 591
SI 622	PUBPOL 770
SI 622	MATH 423
SI 622	MO 512
SI 622	MECHENG 599
SI 622	ANTHRCUL 458
SI 622	BIOINF 526
SI 622	BIOINF 527
SI 622	EECS 280
SI 622	PUBPOL 515
SI 622	MATH 425
SI 622	SI 751
SI 622	EDUC 600
SI 622	PUBPOL 679
SI 622	PSYCH 640
SI 622	PSYCH 644
SI 622	EDUC 860
SI 622	IOE 510
SI 622	SI 888
SI 622	ANTHRCUL 553
SI 622	ANTHRCUL 558
SI 622	SI 860
SI 622	COMORG 654
SI 622	EDUC 526
SI 622	ANTHRCUL 527
SI 622	FIN 615
SI 622	PAT 542
SI 622	NRE 441
SI 622	ACC 272
SI 622	BIT 601
SI 622	ASIANLAN 499
SI 622	MO 615
SI 622	MO 611
SI 622	PSYCH 788
SI 622	PSYCH 786
SI 622	IOE 801
